age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,salary
44,4,9,0,12,1,4,1,3674,0,50,
21,4,9,4,11,3,4,1,0,0,40,
37,4,10,2,7,0,4,1,0,0,70,
34,0,6,0,0,1,4,1,0,0,40,
18,4,8,4,1,1,4,0,0,0,30,
34,0,9,2,0,0,4,1,2885,0,80,
38,4,9,2,7,0,4,1,0,0,65,
19,4,9,4,1,3,4,1,0,0,12,
46,4,9,2,3,0,4,1,0,0,40,
19,4,10,4,12,3,4,0,0,0,25,
22,4,10,4,12,3,4,0,0,0,20,
38,4,9,2,3,0,4,1,0,0,50,
33,4,14,0,4,3,4,0,14084,0,50,
83,6,9,6,4,1,4,1,0,0,8,
34,4,10,2,13,0,4,1,0,0,40,
38,4,9,2,3,0,4,1,0,0,40,
33,4,10,6,1,4,4,0,0,0,40,
27,4,9,2,1,5,2,0,0,1887,40,
38,4,9,2,3,0,4,1,0,0,60,
25,4,10,4,8,1,4,1,0,0,25,
38,4,9,2,13,0,4,1,0,0,40,
52,4,13,2,4,0,4,1,0,0,48,
33,7,14,4,10,1,4,1,0,0,50,
17,4,7,4,8,3,4,0,0,0,20,
28,4,13,4,4,1,4,0,6849,0,60,
52,2,9,0,1,4,2,0,0,0,40,
34,4,9,5,6,1,4,1,2463,0,40,
25,4,13,4,10,3,4,0,0,0,15,
17,4,5,4,8,3,2,1,0,0,26,
22,4,9,4,8,3,2,1,0,0,80,
22,4,9,4,6,1,2,1,0,0,40,
46,4,10,2,12,0,4,1,0,1887,40,
58,4,9,0,7,1,2,0,0,0,40,
39,4,10,0,12,2,4,0,0,0,35,
59,2,10,6,8,1,4,0,0,0,40,
61,4,9,2,1,0,4,1,0,0,40,
32,4,11,2,3,0,4,1,0,0,45,
50,4,13,2,4,0,1,1,0,0,40,
51,4,9,2,3,0,4,1,0,0,40,
43,4,13,2,8,5,1,0,0,0,45,
20,4,10,4,3,3,4,1,0,0,40,
38,2,13,2,4,0,2,1,0,0,40,
44,1,11,2,3,0,2,1,0,0,40,
28,4,11,4,12,1,4,1,0,0,50,
50,4,14,2,10,5,4,0,0,0,40,
53,4,16,0,10,1,4,1,0,0,50,
42,6,13,2,12,0,4,1,0,0,45,
47,4,14,2,10,0,1,1,0,0,45,
39,4,9,2,1,5,4,0,0,0,40,
38,6,9,4,5,1,4,1,0,0,60,
34,7,13,4,10,3,4,1,0,0,50,
40,4,10,2,10,5,4,0,0,0,40,
63,4,10,6,12,1,4,0,0,0,20,
53,4,10,2,4,5,4,0,0,0,40,
43,4,11,0,10,1,4,1,0,0,48,
28,4,10,4,4,1,4,1,0,1669,60,
68,4,9,6,4,1,4,0,0,0,10,
22,0,4,4,0,4,4,0,0,0,40,
46,7,13,2,10,0,4,1,0,0,38,
57,4,9,4,1,2,4,0,0,0,40,
38,4,9,0,1,1,4,0,0,0,35,
66,4,14,2,12,0,4,1,0,0,40,
29,4,12,4,12,3,4,0,0,0,40,
54,4,13,2,12,0,4,1,7688,0,50,
38,4,9,4,10,1,4,1,0,0,40,
35,4,7,5,9,4,4,0,0,0,8,
30,4,13,4,10,3,4,0,0,0,37,
39,4,9,4,1,4,2,0,0,0,40,
31,4,14,4,10,1,2,1,0,0,40,
50,4,9,2,7,0,4,1,0,0,50,
30,6,9,2,3,0,4,1,0,0,60,
25,4,13,4,12,3,4,0,0,0,40,
24,4,13,4,9,1,4,0,0,0,40,
59,2,9,5,11,2,2,0,0,2339,40,
45,4,13,2,1,0,4,1,0,0,15,
64,4,3,5,8,2,4,0,0,0,20,
61,4,8,2,8,5,4,0,0,0,40,
42,4,11,0,13,4,4,0,0,0,40,
28,4,3,2,7,0,4,1,0,0,40,
53,4,9,0,6,1,4,1,0,0,40,
33,6,7,0,6,1,4,1,0,0,7,
34,2,14,2,10,0,2,1,0,0,40,
41,4,10,2,8,0,4,1,0,0,48,
67,4,10,2,6,0,4,1,9386,0,24,
46,4,12,6,10,4,4,0,0,0,27,
32,4,9,2,12,5,4,0,0,0,40,
41,4,9,2,14,0,4,1,0,0,40,
30,4,13,2,10,0,3,1,0,0,40,
54,6,13,0,4,1,4,1,0,0,50,
33,4,9,0,8,4,2,1,0,0,40,
20,0,9,4,0,3,4,1,0,0,32,
34,4,13,4,4,1,4,0,0,0,40,
20,4,10,4,12,3,4,1,0,0,30,
17,0,9,4,0,3,2,1,0,0,40,
45,4,10,0,1,1,4,0,0,0,48,
21,4,9,4,8,3,4,1,0,0,40,
25,4,13,2,10,0,4,1,0,0,40,
38,4,9,2,3,0,4,1,0,0,41,
17,4,7,4,3,3,4,0,0,0,15,
35,4,9,0,12,1,4,0,0,0,30,
38,4,13,2,3,0,4,1,0,0,40,
48,2,12,2,11,0,4,1,0,0,56,
25,4,9,4,8,1,2,1,0,0,40,
57,4,14,4,4,1,4,1,0,0,40,
32,4,13,0,4,1,4,0,0,0,50,
39,2,13,5,10,1,2,1,0,0,30,
23,4,13,4,1,3,4,0,0,0,35,
21,4,9,4,6,4,4,1,0,0,45,
47,4,9,0,1,4,4,0,0,0,48,
25,4,4,4,7,2,4,0,0,0,40,
18,0,7,4,0,3,4,0,0,0,35,
41,1,10,3,1,1,2,1,4650,0,40,
19,4,9,4,8,3,4,0,0,0,15,
24,4,9,4,3,1,4,1,0,0,42,
57,4,13,2,4,0,4,1,15024,0,50,
51,0,16,4,0,1,4,1,0,2824,40,
32,4,9,2,14,0,4,1,0,0,40,
28,6,11,2,3,0,4,1,0,0,45,
40,4,13,2,4,0,4,1,0,0,75,
21,7,10,4,10,3,4,1,0,0,20,
45,6,13,2,12,0,4,1,0,0,40,
17,0,8,4,0,3,4,0,0,0,25,
55,4,6,2,14,0,4,1,0,0,50,
42,4,10,2,1,0,2,1,0,0,40,
49,4,9,2,1,0,4,1,0,0,38,
38,4,9,2,6,0,4,1,0,0,40,
50,4,13,4,4,1,4,1,0,0,40,
47,4,9,2,7,0,4,1,0,0,48,
43,4,13,2,4,5,2,0,0,0,40,
39,4,13,2,12,0,4,1,0,0,40,
42,4,9,2,14,0,4,1,0,0,30,
32,4,9,0,3,2,2,0,0,0,50,
44,1,12,0,4,1,4,0,2354,0,40,
50,5,15,2,10,0,4,1,99999,0,80,
55,4,9,0,1,4,0,0,0,0,45,
37,4,9,4,7,3,4,1,0,0,40,
59,4,9,0,1,1,4,0,0,0,40,
56,4,7,2,14,0,4,1,0,0,40,
33,6,8,4,3,1,2,1,0,0,32,
35,4,13,2,13,0,4,1,0,0,40,
44,4,9,4,8,4,4,1,0,0,40,
57,7,9,2,4,0,4,1,0,0,40,
31,4,10,4,4,1,2,0,0,0,40,
18,4,7,4,12,1,4,0,0,0,15,
43,4,9,2,3,0,4,1,0,0,70,
33,4,9,2,3,0,3,1,0,0,40,
18,4,10,4,1,3,4,1,0,0,25,
47,4,13,4,1,3,4,1,0,0,40,
53,4,9,0,8,4,4,0,0,0,40,
59,6,11,4,4,1,4,1,0,0,35,
35,4,14,2,10,0,4,1,0,0,38,
49,4,6,2,4,0,4,1,0,0,40,
26,4,12,4,3,1,4,1,0,0,40,
25,4,9,4,6,1,4,1,0,0,60,
36,7,14,4,10,3,4,0,0,0,30,
29,4,9,4,4,1,4,0,0,0,45,
52,4,6,0,8,2,4,0,0,0,25,
50,6,13,2,12,0,4,1,0,0,50,
22,4,13,4,4,3,1,0,0,0,40,
44,6,14,0,4,4,4,0,0,0,40,
32,4,11,2,6,0,4,1,0,0,40,
49,4,9,0,1,4,4,0,0,0,38,
31,4,2,2,5,0,4,1,0,0,45,
33,4,9,2,8,0,4,1,0,0,40,
50,4,9,2,12,5,4,0,0,0,15,
62,0,9,2,0,0,4,1,0,0,40,
26,4,10,4,1,1,4,0,0,1974,40,
46,0,9,0,0,1,4,0,0,0,15,
55,4,13,2,10,0,4,1,7298,0,40,
49,1,9,6,4,1,4,0,0,0,20,
22,4,9,2,12,5,4,0,0,0,40,
43,4,13,2,4,0,4,1,0,0,38,
58,4,10,2,10,0,4,1,0,0,42,
48,7,14,2,10,0,4,1,15024,0,40,
21,4,7,4,8,3,4,1,0,0,50,
67,2,4,6,8,1,4,0,0,0,20,
39,6,7,2,14,0,4,1,0,0,40,
52,1,11,0,5,1,4,0,0,0,40,
25,4,13,4,10,1,4,1,0,0,40,
27,6,10,4,4,1,4,1,0,0,60,
18,4,7,4,12,3,4,0,0,0,20,
41,2,9,2,14,0,2,1,0,0,40,
59,4,16,4,10,1,4,1,0,0,50,
23,4,12,4,8,3,2,1,0,0,44,
42,4,9,0,8,3,4,0,0,0,15,
54,6,15,2,10,0,4,1,0,0,30,
39,4,9,4,3,1,4,1,0,0,60,
57,2,5,2,8,0,4,1,0,0,40,
51,4,6,0,8,4,4,0,0,0,25,
31,6,4,2,3,0,4,1,0,0,40,
24,4,10,3,1,3,2,0,0,0,45,
35,4,10,4,3,3,4,1,0,0,40,
26,4,13,4,4,1,4,0,0,0,40,
42,5,16,2,10,0,4,1,0,0,45,
31,4,9,2,3,0,4,1,0,0,45,
46,4,13,2,14,0,4,1,0,0,40,
38,7,13,2,4,0,4,1,0,0,37,
51,4,13,2,5,0,4,1,0,0,40,
27,4,9,2,7,0,4,1,0,0,40,
33,0,13,4,0,1,2,1,0,0,45,
22,4,10,2,14,0,4,1,0,0,48,
72,0,9,2,0,0,4,1,0,0,40,
25,4,13,4,6,3,4,1,0,0,40,
58,6,13,2,4,0,4,1,0,0,70,
23,4,10,4,10,1,4,1,0,0,45,
63,4,3,6,8,2,1,0,0,0,19,
23,4,5,5,8,1,4,1,0,0,40,
51,4,14,2,12,0,4,1,15024,0,50,
75,4,1,4,9,1,1,0,0,0,48,
52,4,10,0,12,4,4,0,0,0,50,
69,4,9,2,12,0,4,1,0,0,10,
52,4,16,2,10,0,4,1,0,0,40,
40,1,9,4,1,4,2,0,0,0,40,
34,4,16,2,10,0,4,1,0,0,50,
21,7,10,4,10,1,4,0,0,0,8,
30,4,13,4,10,2,4,0,0,0,40,
46,4,3,2,14,0,0,1,0,1902,40,
21,4,10,4,1,3,4,0,0,0,16,
44,4,9,2,7,0,4,1,0,0,40,
51,7,9,2,1,5,4,0,3908,0,40,
40,4,9,0,1,1,4,0,0,0,32,
33,7,9,2,11,0,4,1,0,0,37,
22,6,9,2,3,0,4,1,0,0,60,
23,4,9,2,4,0,4,1,0,0,30,
75,6,10,3,3,1,4,1,0,0,30,
55,4,7,6,6,4,4,0,0,0,40,
24,0,10,4,0,3,4,1,0,0,20,
45,4,10,0,3,1,4,1,27828,0,56,
31,4,9,4,8,3,4,1,0,0,24,
49,4,9,2,1,0,4,1,0,0,40,
26,2,13,4,10,1,4,0,0,0,40,
61,4,14,2,12,0,4,1,3103,0,50,
44,4,14,2,1,0,4,1,3908,0,50,
28,2,10,4,1,4,2,0,0,0,40,
79,0,9,2,0,0,4,1,0,0,40,
51,4,9,0,8,2,2,0,0,0,30,
44,5,16,2,10,0,4,1,0,0,60,
24,4,13,4,4,1,4,1,0,0,40,
46,5,10,2,4,0,4,1,0,0,40,
36,4,9,6,8,4,1,0,0,0,20,
23,4,8,4,8,1,4,0,0,0,38,
25,4,4,2,6,0,4,1,0,0,40,
48,4,10,2,12,0,2,1,0,0,8,
18,4,7,4,8,2,2,0,0,0,24,
25,4,9,4,3,2,4,1,0,0,40,
19,4,9,4,14,3,4,1,2176,0,45,
26,0,13,2,0,0,4,1,0,2002,40,
33,4,9,4,1,3,4,1,0,0,35,
42,4,9,0,8,4,4,0,0,0,40,
22,4,10,4,1,3,4,0,0,0,40,
36,4,13,2,10,0,4,1,0,0,40,
33,4,9,4,6,3,4,1,0,0,40,
34,6,9,2,4,0,4,1,0,0,70,
33,4,14,2,10,0,4,1,0,0,45,
62,6,15,2,10,0,4,1,0,0,15,
30,4,10,4,4,3,2,0,0,0,40,
22,4,10,4,1,3,4,0,0,0,40,
34,4,11,0,3,1,4,1,0,0,40,
43,4,9,6,7,4,4,0,0,0,60,
25,4,13,4,3,3,4,1,0,0,40,
35,4,9,6,8,3,4,0,0,0,40,
28,4,12,4,8,1,2,0,0,0,40,
28,4,10,0,12,4,4,0,0,0,45,
25,4,9,4,6,4,2,0,0,0,25,
40,4,9,2,3,0,4,1,0,0,40,
35,4,5,2,3,0,3,1,0,0,40,
48,6,4,4,5,1,4,1,0,0,50,
63,6,9,2,3,0,4,1,2290,0,20,
31,4,13,2,1,5,4,0,0,0,40,
36,4,12,2,3,0,4,1,0,0,45,
39,4,10,2,7,0,4,1,0,0,40,
24,4,9,4,8,3,2,0,0,0,40,
32,2,13,4,10,1,4,1,0,0,35,
46,4,1,2,7,5,4,0,0,0,40,
19,4,9,4,12,3,4,1,0,0,35,
30,4,10,4,13,1,1,1,0,0,40,
35,4,11,4,3,1,4,1,0,0,40,
23,0,13,4,0,1,4,1,0,0,55,
33,4,9,2,14,0,4,1,0,0,55,
25,4,9,5,3,1,4,1,0,0,40,
64,2,9,2,8,0,1,1,0,0,35,
18,4,9,4,8,3,1,0,0,0,20,
59,4,7,2,3,0,4,1,0,0,40,
45,7,9,0,11,4,2,0,0,0,40,
30,4,16,4,10,1,4,0,0,0,15,
24,4,3,4,7,2,4,0,0,0,40,
22,4,9,4,8,4,4,0,0,0,35,
49,5,10,2,3,0,1,1,0,0,56,
35,4,8,2,7,0,4,1,0,0,40,
48,2,14,4,10,4,4,0,0,1380,40,
18,4,8,4,12,3,4,0,0,0,20,
35,4,10,2,6,0,4,1,0,0,40,
27,4,9,4,4,3,4,1,0,0,40,
28,4,13,4,3,1,2,1,0,0,60,
21,0,10,4,0,3,1,1,0,0,40,
26,4,10,4,8,3,2,0,0,0,50,
44,4,13,2,10,0,4,1,0,1848,40,
39,4,9,5,7,1,2,1,0,0,40,
40,7,13,0,3,1,4,1,0,0,40,
70,6,13,2,10,0,4,1,20051,0,35,
34,4,14,4,4,4,4,0,0,0,50,
34,4,12,0,1,1,2,1,0,0,40,
66,4,10,2,4,0,4,1,0,0,50,
40,4,9,5,14,4,2,1,0,0,40,
61,6,9,2,4,0,4,1,0,1887,40,
59,6,4,2,3,0,4,1,0,0,40,
28,0,14,4,0,1,2,0,0,0,40,
47,4,9,2,7,0,4,1,0,0,40,
33,7,13,2,10,0,4,1,0,0,60,
18,4,7,4,8,2,4,1,0,0,20,
25,4,5,4,3,4,4,1,914,0,40,
22,4,10,4,1,1,4,1,0,0,20,
40,2,13,2,11,0,2,1,0,0,40,
68,0,9,2,0,0,4,1,0,0,25,
30,4,12,0,1,3,4,0,0,1762,40,
73,6,4,2,5,0,4,1,6418,0,99,
45,6,4,2,3,0,4,1,0,0,10,
23,4,7,4,1,4,2,1,0,0,35,
40,4,13,2,12,0,4,1,0,0,45,
39,4,13,2,4,0,4,1,0,1977,40,
23,4,10,2,6,0,4,1,0,0,40,
51,4,9,0,3,3,2,1,0,0,40,
53,4,9,2,5,0,4,1,0,0,45,
24,4,13,4,13,1,4,1,0,0,35,
53,4,13,0,4,4,4,1,0,0,40,
49,6,16,2,10,0,4,1,0,0,60,
34,4,9,2,3,0,4,1,0,0,40,
37,6,9,2,3,0,4,1,0,0,47,
40,7,11,2,3,0,4,1,0,0,40,
23,7,10,4,10,3,4,0,0,0,6,
36,4,14,4,1,1,4,1,13550,0,50,
35,4,13,4,13,1,1,0,4650,0,40,
53,1,13,0,4,4,2,0,0,0,50,
42,2,10,0,14,1,4,1,0,0,65,
32,4,14,2,4,5,4,0,0,0,40,
33,4,9,0,1,3,3,0,0,0,65,
59,4,9,4,3,1,2,1,0,0,60,
36,4,10,2,7,0,4,1,0,0,44,
37,6,15,2,10,0,4,1,0,0,40,
31,4,10,4,12,1,4,1,0,0,45,
46,4,13,2,11,0,4,1,0,0,40,
44,7,13,4,10,1,1,0,0,0,38,
27,4,13,2,4,0,4,1,0,1485,60,
29,6,9,4,5,1,4,1,0,0,40,
39,4,10,2,4,0,4,1,0,0,40,
62,6,9,2,5,0,4,1,0,0,65,
48,6,14,6,4,4,4,0,0,0,40,
42,4,9,4,4,4,2,0,0,0,25,
60,2,14,2,10,0,4,1,0,0,48,
35,4,13,4,4,1,4,0,0,0,40,
39,4,10,4,7,1,4,1,0,0,40,
34,5,12,2,1,5,4,0,0,0,36,
22,4,10,4,1,2,2,1,0,0,22,
18,0,9,6,0,3,4,1,0,0,40,
44,4,11,2,3,0,4,1,0,0,40,
44,7,9,0,1,1,4,0,0,0,40,
49,2,13,0,4,4,4,0,0,625,40,
21,4,9,4,7,1,4,1,0,0,50,
49,4,11,4,12,2,2,1,0,0,40,
52,4,7,5,6,4,4,1,0,0,40,
39,2,13,2,10,0,4,1,0,1887,40,
23,4,13,4,10,3,4,1,0,0,40,
54,4,9,2,3,0,4,1,0,0,49,
31,4,9,0,8,1,4,0,0,0,25,
30,7,14,4,1,1,2,0,0,0,20,
21,4,10,4,12,3,4,1,0,0,40,
38,2,13,2,11,0,1,1,0,0,40,
51,4,10,2,14,0,4,1,0,0,40,
34,6,16,2,10,0,4,1,0,0,50,
22,4,13,4,4,4,4,0,0,0,30,
20,0,10,4,0,3,4,0,0,0,45,
26,4,13,4,4,1,4,1,0,1974,55,
26,4,10,4,8,1,4,0,0,0,35,
41,4,10,2,3,0,4,1,0,0,40,
35,4,13,2,12,0,4,1,0,0,40,
27,2,10,4,14,3,4,1,0,0,40,
65,4,10,2,11,0,4,1,0,0,40,
31,4,7,2,5,0,4,1,0,0,65,
45,5,15,2,10,0,4,1,0,0,35,
37,6,12,2,14,0,4,1,0,0,50,
47,4,9,2,14,0,4,1,0,1887,45,
47,5,12,2,4,0,4,1,0,0,50,
33,4,9,2,10,0,4,1,0,0,40,
40,4,6,2,3,0,2,1,0,0,40,
38,4,10,2,3,0,1,1,0,0,40,
21,4,10,4,12,1,4,1,0,0,40,
40,4,9,2,1,0,4,1,0,0,40,
33,4,9,0,14,1,2,1,0,0,55,
29,4,10,4,13,1,4,1,0,0,52,
41,4,10,5,14,1,4,1,0,0,35,
20,0,10,4,0,3,4,0,0,0,30,
20,7,10,4,4,3,4,1,0,0,54,
34,6,6,2,5,0,4,1,0,0,40,
78,5,13,2,4,0,4,1,9386,0,45,
46,4,9,2,3,0,4,1,0,0,40,
40,4,11,2,10,0,4,1,0,0,40,
59,4,10,2,4,0,4,1,0,0,40,
23,4,9,4,6,1,4,1,0,0,40,
23,4,10,4,1,3,4,1,0,0,24,
47,6,10,2,3,0,4,1,0,0,30,
31,2,13,2,8,0,4,1,0,0,38,
42,6,10,2,6,0,4,1,0,0,56,
46,2,9,0,10,1,4,0,0,0,40,
29,4,9,0,7,1,4,1,0,0,44,
21,4,9,2,1,0,4,1,0,0,40,
55,4,9,2,3,0,4,1,0,0,40,
38,4,11,4,13,3,4,0,0,0,40,
44,7,14,2,4,0,4,1,0,0,40,
61,6,10,0,4,1,4,1,0,0,50,
38,7,13,4,4,3,4,1,0,0,40,
50,5,13,2,10,0,4,1,0,0,45,
53,4,14,2,10,0,4,1,0,0,40,
37,4,9,2,7,0,2,1,0,0,36,
49,4,14,2,4,0,4,1,0,0,45,
30,4,10,2,7,0,4,1,0,0,40,
19,4,11,4,10,3,4,0,0,0,40,
59,6,9,0,10,1,4,1,0,0,20,
43,4,13,2,4,0,4,1,0,0,40,
29,2,13,2,10,0,4,1,0,0,60,
49,4,15,2,10,0,4,1,0,0,45,
36,4,9,0,14,1,4,1,0,0,50,
26,4,7,4,8,3,2,1,1055,0,32,
18,4,10,4,12,1,4,0,0,0,20,
60,4,10,6,12,1,4,0,0,0,15,
43,4,9,0,1,4,4,0,0,0,40,
42,4,9,4,8,3,4,0,0,0,40,
41,4,9,0,12,1,4,1,0,0,50,
55,6,14,2,10,0,4,1,0,1977,40,
31,4,13,4,1,3,4,0,0,0,40,
20,4,10,4,6,3,4,1,0,0,40,
37,4,14,2,4,0,4,1,0,0,40,
51,6,10,2,3,0,4,1,0,0,55,
28,4,10,2,12,0,4,1,0,1902,55,
24,4,11,4,12,1,4,0,0,0,40,
21,7,10,4,1,3,4,0,0,0,30,
21,4,9,4,12,1,4,1,0,0,50,
20,0,10,4,0,3,4,0,0,0,40,
35,4,9,0,1,1,4,0,0,0,45,
30,4,10,2,3,1,4,1,0,0,40,
44,6,9,2,3,0,4,1,0,0,30,
45,4,13,2,3,0,1,1,0,0,40,
42,4,6,2,4,0,4,1,0,0,40,
36,0,9,0,0,1,4,0,0,0,40,
32,4,13,0,4,1,4,0,0,0,40,
33,4,9,4,6,1,4,1,0,0,40,
27,4,5,2,3,0,4,1,0,0,32,
17,4,6,4,8,3,4,0,0,0,15,
45,2,9,4,1,4,4,0,0,0,40,
41,4,13,2,10,0,4,1,0,0,40,
19,4,10,4,7,1,4,0,0,0,35,
45,4,11,0,8,1,4,0,0,0,8,
41,5,16,2,10,0,4,1,99999,0,70,
34,2,9,2,8,5,4,0,0,1740,35,
33,4,13,4,1,1,4,1,0,0,60,
17,0,6,4,0,3,3,0,0,0,20,
51,4,13,0,12,1,4,0,0,0,60,
33,4,9,0,6,3,4,1,0,0,20,
23,4,10,4,6,2,4,0,0,0,18,
52,4,13,3,10,1,4,1,0,0,30,
36,0,10,0,0,3,4,0,0,0,32,
25,4,9,4,1,4,2,0,0,0,40,
38,0,10,2,0,5,4,0,0,0,20,
64,6,5,5,14,1,4,1,0,0,45,
42,4,14,2,10,0,4,1,7688,0,40,
29,4,9,4,14,3,4,1,0,0,40,
26,2,13,4,10,1,4,0,0,0,38,
38,0,9,2,0,0,4,1,0,0,24,
24,4,6,4,8,2,4,1,0,0,30,
43,1,10,2,4,0,4,1,0,0,40,
38,4,6,2,3,0,4,1,3103,0,40,
28,4,13,2,12,0,4,1,0,0,45,
18,0,10,4,0,3,4,0,0,0,25,
44,4,11,2,3,0,2,1,0,0,40,
81,0,9,2,0,0,4,1,0,0,18,
55,4,9,2,4,0,4,1,0,0,40,
52,4,7,6,8,4,2,0,0,0,40,
31,4,13,2,10,0,4,1,0,0,40,
35,4,9,0,1,4,4,0,0,0,40,
39,4,9,4,7,4,2,0,0,0,36,
27,4,9,4,14,3,4,1,0,0,40,
23,7,10,4,1,1,4,1,0,0,15,
26,4,7,5,3,2,4,1,2907,0,50,
33,4,11,4,8,1,4,1,0,0,40,
39,4,10,4,3,4,4,0,0,0,40,
44,4,9,0,14,1,4,1,0,0,40,
38,4,9,0,4,4,4,0,0,0,40,
18,4,8,4,8,3,4,1,0,0,15,
54,4,9,6,8,1,4,0,0,0,15,
45,4,9,4,1,3,2,0,0,0,40,
43,4,14,2,4,0,1,1,0,0,40,
23,2,13,4,10,3,4,0,0,0,40,
37,4,10,4,4,1,4,1,2174,0,40,
33,6,7,2,3,0,4,1,0,0,50,
45,4,13,2,14,0,4,1,0,0,50,
32,5,13,4,4,1,4,1,0,0,55,
47,4,4,2,3,0,4,1,0,0,40,
44,4,12,2,10,0,4,1,0,0,40,
22,4,9,4,7,3,4,1,0,0,40,
17,4,7,4,12,3,4,1,0,0,30,
64,5,16,2,4,0,4,1,0,1902,60,
30,2,13,2,11,0,4,1,0,0,45,
51,4,13,2,10,0,4,1,0,0,70,
26,7,9,4,11,1,4,1,0,0,40,
31,4,10,4,12,1,4,0,0,1504,40,
50,4,7,2,3,0,4,1,0,0,40,
18,0,10,4,0,3,4,1,594,0,10,
63,4,9,4,4,3,4,0,0,0,40,
48,4,11,2,4,0,4,1,0,0,43,
37,5,13,2,12,0,4,1,0,2415,50,
51,0,9,2,0,0,4,1,0,0,28,
29,4,9,4,4,1,4,0,0,0,38,
69,4,14,2,10,0,4,1,0,0,25,
56,4,9,2,14,0,4,1,0,0,60,
26,0,13,2,0,5,4,0,0,0,40,
39,2,14,2,10,0,4,1,7298,0,40,
42,6,9,5,8,1,4,0,0,0,22,
41,1,9,2,13,0,4,1,0,0,40,
45,4,9,2,7,0,4,1,0,1887,40,
23,4,10,4,1,3,4,1,0,0,40,
29,4,13,4,10,1,4,1,0,0,50,
34,4,10,2,3,0,4,1,0,0,50,
31,0,13,2,0,5,4,0,0,1902,20,
46,2,13,2,10,5,4,0,0,0,40,
46,8,9,2,7,5,4,0,0,0,25,
33,4,3,5,8,4,4,0,0,0,40,
46,4,11,2,1,0,4,1,0,0,40,
26,4,9,4,8,3,2,0,0,0,40,
49,2,13,0,10,4,4,0,0,0,50,
66,0,9,6,0,1,3,0,0,0,35,
55,7,9,2,13,5,4,0,0,1887,40,
35,4,9,2,7,0,4,1,0,0,40,
27,4,10,0,1,4,4,0,0,0,40,
31,4,9,4,4,3,4,0,0,0,40,
47,4,10,5,1,4,4,0,0,0,16,
48,6,9,2,3,0,4,1,0,0,40,
27,4,10,4,1,1,4,0,0,0,56,
38,4,9,0,1,1,4,0,0,0,40,
27,4,9,2,4,5,4,0,0,0,40,
23,0,12,4,0,3,4,1,0,1721,20,
17,4,8,4,8,3,4,1,0,0,15,
44,7,13,2,4,0,4,1,0,0,40,
26,4,9,2,12,0,4,1,0,0,48,
37,4,9,4,14,2,4,0,0,0,40,
49,4,13,2,4,0,4,1,0,0,55,
42,4,9,2,3,0,4,1,0,0,40,
26,4,13,4,10,1,4,0,0,0,40,
73,0,11,3,0,1,4,0,0,0,32,
44,4,10,2,3,0,4,1,0,0,40,
47,4,14,4,10,1,4,0,0,0,40,
28,0,10,0,0,3,4,0,0,0,20,
49,4,10,0,13,1,4,1,0,0,40,
17,4,9,4,12,3,4,0,0,0,20,
42,4,10,0,10,1,4,1,0,0,40,
30,4,6,2,3,0,4,1,0,0,40,
36,7,11,2,13,0,1,1,0,0,37,
53,4,13,4,10,1,4,0,0,0,40,
23,4,9,2,6,0,2,1,0,0,40,
35,4,9,0,8,1,4,0,0,0,40,
32,4,7,4,3,1,0,1,13550,0,60,
39,4,13,6,10,4,4,0,0,0,50,
40,4,14,2,10,0,4,1,0,0,60,
28,4,10,2,1,0,4,1,0,0,40,
32,4,9,4,14,3,4,1,0,0,40,
42,4,10,4,1,3,4,0,0,0,40,
35,4,13,4,1,1,4,0,0,0,43,
35,4,8,4,7,4,2,0,0,0,40,
21,4,9,4,7,3,4,1,0,0,40,
71,4,4,6,4,1,4,1,6097,0,40,
31,4,9,5,8,1,4,1,0,0,40,
25,2,10,4,1,4,2,0,0,0,40,
35,4,9,4,1,3,4,0,6849,0,40,
24,4,9,4,8,2,4,1,0,0,25,
69,4,10,2,12,0,4,1,0,0,25,
35,6,14,2,12,0,1,1,0,0,40,
35,4,13,2,12,0,4,1,0,0,40,
42,4,13,4,12,1,4,1,10520,0,50,
51,4,11,2,13,0,4,1,0,0,40,
48,4,9,0,14,1,4,1,0,0,44,
49,4,11,2,1,0,4,1,0,0,40,
53,4,12,2,4,0,4,1,2407,0,99,
43,4,10,2,1,0,4,1,0,0,40,
53,4,13,2,4,0,4,1,0,0,40,
35,4,9,4,7,3,4,1,0,0,40,
36,4,9,4,8,1,4,0,0,0,40,
34,2,14,4,10,1,4,0,0,0,40,
48,4,10,2,8,0,4,1,0,0,40,
53,4,9,0,1,1,4,0,0,0,40,
37,4,10,0,6,3,4,1,0,1504,40,
49,7,15,0,4,1,4,0,0,0,40,
30,0,10,2,0,0,4,1,0,0,40,
41,4,9,2,3,0,4,1,0,0,40,
25,4,10,4,8,3,4,0,0,0,40,
24,4,10,2,3,0,4,1,0,0,65,
34,4,9,4,3,3,4,1,0,0,40,
29,4,9,4,3,4,4,0,0,0,42,
23,4,13,4,13,1,2,0,0,0,45,
46,4,10,5,12,1,4,1,0,0,42,
20,4,10,4,8,3,4,0,0,0,15,
63,4,8,2,3,0,4,1,0,0,40,
40,6,14,2,12,0,4,1,3103,0,50,
33,4,12,0,10,1,4,1,0,0,50,
24,1,10,4,1,3,2,0,0,0,40,
36,4,10,4,8,3,4,1,0,0,45,
